sheet1,voltage
-0.416963753,5
-0.43900807,5
-0.441885497,5
-0.421881291,5
-0.422517299,5
-0.44162396,5
-0.441364084,5
-0.400654973,5
-0.442535661,5
-0.439336953,5
-0.414822746,5
-0.419436871,5
-0.443494128,5
-0.438251778,5
-0.419080854,5
-0.418236184,5
-0.442543136,5
-0.418589595,5
-0.415048682,5
-0.423595246,5
-0.424724817,5
-0.417099481,5
-0.397411865,5
-0.417046664,5
-0.400278414,5
-0.398967415,5
-0.399411533,5
-0.405282133,5
-0.399700209,5
-0.404274193,5
-0.396395618,5
-0.397329984,5
-0.380347099,5
-0.402014034,5
-0.377588272,5
-0.382529311,5
-0.378808803,5
-0.376690534,5
-0.38098031,5
-0.380154402,5
-0.376167205,5
-0.385210314,5
-0.380355363,5
-0.354937898,5
-0.361294871,5
-0.38125337,5
-0.357433719,5
-0.380857318,5
-0.364475554,5
-0.378444352,5
-0.360279985,5
-0.383709402,5
-0.360583417,5
-0.360408306,5
-0.357726255,5
-0.358206083,5
-0.358403426,5
-0.362760355,5
-0.365236463,5
-0.384871801,5
-0.364130721,5
-0.361821735,5
-0.363890996,5
-0.357243548,5
-0.360874963,5
-0.362665427,5
-0.356127275,5
-0.35589498,5
-0.359637869,5
-0.358827119,5
-0.355015883,5
-0.360591153,5
-0.352510253,5
-0.361898502,5
-0.354148333,5
-0.354998866,5
-0.357928821,5
-0.357099493,5
-0.369551737,5
-0.362725731,5
-0.354633053,5
-0.357786904,5
-0.362187436,5
-0.357827761,5
-0.364568298,5
-0.380980075,5
-0.357097239,5
-0.358067414,5
-0.357052972,5
-0.357263745,5
-0.358851081,5
-0.380975136,5
-0.383116337,5
-0.378760591,5
-0.359334265,5
-0.380437964,5
-0.376919158,5
-0.382845136,5
-0.383628536,5
-0.380210412,5
-0.378772099,5
-0.380879725,5
-0.398284085,5
-0.401870512,5
-0.378155477,5
-0.40001561,5
-0.401357476,5
-0.401490533,5
-0.401892942,5
-0.400616103,5
-0.424857229,5
-0.439379494,5
-0.442978275,5
-0.423254456,5
-0.443531239,5
-0.438321702,5
-0.440084664,5
-0.441384166,5
-0.443431959,5
-0.436706197,5
-0.461701554,5
-0.456343595,5
-0.460714191,5
-0.462518816,5
-0.457625807,5
-0.460061812,5
-0.466521201,5
-0.463391697,5
-0.479708263,5
-0.477094226,5
-0.472556949,5
-0.477434075,5
-0.481813916,5
-0.502163098,5
-0.481147145,5
-0.501817422,5
-0.473330907,5
-0.48373571,5
-0.473575744,5
-0.483703005,5
-0.501319261,5
-0.484001995,5
-0.504233448,5
-0.480023244,5
-0.483339572,5
-0.481322687,5
-0.489425764,5
-0.475623806,5
-0.478730377,5
-0.483429299,5
-0.481993233,5
-0.478573899,5
-0.478265851,5
-0.477978898,5
-0.476374257,5
-0.458224379,5
-0.480335696,5
-0.460832047,5
-0.459512906,5
-0.456836529,5
-0.455031777,5
-0.464258672,5
-0.459496974,5
-0.456185236,5
-0.438813688,5
-0.462580471,5
-0.466050966,5
-0.435806983,5
-0.434232918,5
-0.440004673,5
-0.446104934,5
-0.442102457,5
-0.440450943,5
-0.421385191,5
-0.419765285,5
-0.423775675,5
-0.437566767,5
-0.420180991,5
-0.419564504,5
-0.399632666,5
-0.399290428,5
-0.400007281,5
-0.395733972,5
-0.378096065,5
-0.397989441,5
-0.399166304,5
-0.400535664,5
-0.39902718,5
-0.400759418,5
-0.404785216,5
-0.376911564,5
-0.379483627,5
-0.381636194,5
-0.382660062,5
-0.3807038,5
-0.379323055,5
-0.36242368,5
-0.378081894,5
-0.384178571,5
-0.358567317,5
-0.359608586,5
-0.358877038,5
-0.363526935,5
-0.361998248,5
-0.35870472,5
-0.357078252,5
-0.364671418,5
-0.356135034,5
-0.341634746,5
-0.341211595,5
-0.357915505,5
-0.343904166,5
-0.342932705,5
-0.33959188,5
-0.336839239,5
-0.320080436,5
-0.339355548,5
-0.334590579,5
-0.341372298,5
-0.337467795,5
-0.321097363,5
-0.343949432,5
-0.346182943,5
-0.344481786,5
-0.341827005,5
-0.340619253,5
-0.344231388,5
-0.340557203,5
-0.319454015,5
-0.346380603,5
-0.341189713,5
-0.320893869,5
-0.320771699,5
-0.3393944,5
-0.32256833,5
-0.315122348,5
-0.322802217,5
-0.323477712,5
-0.339486958,5
-0.318696688,5
-0.318146877,5
-0.344582468,5
-0.31642369,5
-0.313379736,5
-0.320574943,5
-0.319173145,5
-0.318706988,5
-0.322079144,5
-0.298519397,5
-0.318717699,5
-0.342224817,5
-0.300661564,5
-0.318983363,5
-0.300738023,5
-0.297549501,5
-0.321751922,5
-0.298507998,5
-0.299713451,5
-0.320160789,5
-0.296517481,5
-0.295517034,5
-0.301141167,5
-0.304631283,5
-0.300861541,5
-0.296332631,5
-0.296816677,5
-0.296788448,5
-0.277897394,5
-0.300644082,5
-0.301704229,5
-0.277297096,5
-0.296252484,5
-0.274848699,5
-0.299109869,5
-0.280470514,5
-0.298003583,5
-0.282376004,5
-0.283418752,5
-0.276207699,5
-0.278949468,5
-0.279634006,5
-0.276973103,5
-0.256422251,5
-0.258231453,5
-0.261626673,5
-0.28071429,5
-0.26199505,5
-0.257489036,5
-0.260920539,5
-0.242269529,5
-0.255166935,5
-0.262362887,5
-0.262602627,5
-0.260904328,5
-0.235089205,5
-0.242824443,5
-0.259655719,5
-0.246335207,5
-0.238613666,5
-0.241394998,5
-0.241577078,5
-0.242760781,5
-0.236959513,5
-0.241251683,5
-0.239915649,5
-0.238253345,5
-0.238065098,5
-0.240083643,5
-0.237817981,5
-0.243493673,5
-0.238765395,5
-0.238066103,5
-0.241728916,5
-0.240638578,5
-0.21680524,5
-0.236387259,5
-0.216700641,5
-0.224757629,5
-0.218280171,5
-0.217603356,5
-0.215427406,5
-0.222507064,5
-0.221593865,5
-0.239805955,5
-0.22139469,5
-0.224135045,5
-0.223484857,5
-0.218295481,5
-0.22036163,5
-0.223095556,5
-0.198588042,5
-0.197096552,5
-0.224816922,5
-0.203299215,5
-0.198950222,5
-0.195965399,5
-0.204053701,5
-0.202493862,5
-0.182346092,5
-0.179410648,5
-0.181174011,5
-0.178017287,5
-0.180307484,5
-0.164448414,5
-0.163553673,5
-0.155721991,5
-0.157172883,5
-0.160903457,5
-0.140374177,5
-0.140068048,5
-0.137353855,5
-0.149131542,5
-0.141676325,5
-0.139156809,5
-0.119276967,5
-0.120893421,5
-0.11904715,5
-0.120237318,5
-0.099088834,5
-0.085698313,5
-0.100653667,5
-0.079761465,5
-0.082035642,5
-0.074808523,5
-0.07999372,5
-0.082493789,5
-0.057766714,5
-0.056358082,5
-0.05758429,5
-0.058581013,5
-0.065173031,5
-0.062087331,5
-0.063662335,5
-0.045233839,5
-0.057646504,5
-0.03734401,5
-0.037872332,5
-0.032902303,5
-0.036028342,5
-0.043949061,5
-0.042683557,5
0.003147964,5
0.001477133,5
-0.034671618,5
-0.006133891,5
0.001345335,5
0.001412759,5
-0.001195482,5
0.003457069,5
0.018749816,5
0.021362172,5
0.001469024,5
0.00420021,5
0.02129472,5
0.003876808,5
0.021431421,5
0.018898484,5
0.021972417,5
0.019387977,5
0.02258909,5
0.023792889,5
0.016395203,5
0.02016789,5
0.015120868,5
0.040878029,5
0.037898767,5
0.038515654,5
0.035046044,5
0.017950619,5
0.033926443,5
0.038523767,5
0.03839024,5
0.03749902,5
0.037637226,5
0.062712882,5
0.039438261,5
0.057917682,5
0.060347678,5
0.060253823,5
0.064093845,5
0.058466703,5
0.060115178,5
0.060493295,5
0.077359104,5
0.08013773,5
0.080929611,5
0.08146125,5
0.078870437,5
0.081484529,5
0.079206622,5
0.099199005,5
0.080981071,5
0.097438374,5
0.095950918,5
0.102117868,5
0.101871739,5
0.121716641,5
0.09965396,5
0.12281014,5
0.119878613,5
0.133719791,5
0.118565424,5
0.138809395,5
0.140424113,5
0.142720353,5
0.138715998,5
0.142199775,5
0.162436307,5
0.157646958,5
0.160137856,5
0.16316788,5
0.162021841,5
0.159438276,5
0.182870974,5
0.175520518,5
0.180004815,5
0.178727357,5
0.196411361,5
0.179321767,5
0.178326261,5
0.202103631,5
0.204970122,5
0.201319121,5
0.202928525,5
0.200158862,5
0.199899837,5
0.199257941,5
0.213796842,5
0.217341875,5
0.223999214,5
0.225695559,5
0.20363444,5
0.221017981,5
0.217286886,5
0.221959987,5
0.21602852,5
0.221076828,5
0.219111121,5
0.232859318,5
0.222235227,5
0.221515988,5
0.239756506,5
0.243930105,5
0.256682252,5
0.262546345,5
0.241391938,5
0.238234628,5
0.237983042,5
0.260230732,5
0.254658748,5
0.259643578,5
0.260781391,5
0.261059787,5
0.257586399,5
0.264476174,5
0.278451179,5
0.260749512,5
0.256242917,5
0.262177699,5
0.259118677,5
0.279653677,5
0.262745528,5
0.259530916,5
0.263780782,5
0.262081079,5
0.258349448,5
0.251126871,5
0.257034702,5
0.282665418,5
0.276703377,5
0.261146906,5
0.280098382,5
0.280522027,5
0.261246902,5
0.281902415,5
0.258607751,5
0.259873801,5
0.265706477,5
0.260155933,5
0.26085393,5
0.261692614,5
0.261267476,5
0.263158655,5
0.258728643,5
0.259370902,5
0.244786687,5
0.262076181,5
0.242065659,5
0.239088717,5
0.237475893,5
0.262152258,5
0.240425901,5
0.223399403,5
0.217076811,5
0.242481591,5
0.237721321,5
0.219606772,5
0.222687912,5
0.239880587,5
0.213286702,5
0.221979261,5
0.239682753,5
0.219933146,5
0.221859447,5
0.217365241,5
0.222098401,5
0.224900804,5
0.221117459,5
0.21659393,5
0.218226759,5
0.218722048,5
0.222009741,5
0.219902661,5
0.223226539,5
0.222013974,5
0.221136477,5
0.214384818,5
0.223264754,5
0.22238728,5
0.221889867,5
0.218372635,5
0.219857561,5
0.217750776,5
0.224621229,5
0.238485001,5
0.219898327,5
0.214222108,5
0.240058132,5
0.237254989,5
0.260742422,5
0.241304371,5
0.23953901,5
0.245996527,5
0.238745511,5
0.240751912,5
0.218521527,5
0.23777724,5
0.238779679,5
0.258473283,5
0.259792763,5
0.240969855,5
0.259606728,5
0.241990766,5
0.241150614,5
0.21658633,5
0.241452241,5
0.263746464,5
0.237826559,5
0.238571965,5
0.240639044,5
0.238020609,5
0.25683034,5
0.239064036,5
0.258443476,5
0.260674059,5
0.260578431,5
0.255543161,5
0.261018309,5
0.259777387,5
0.260957955,5
0.25982439,5
0.257229331,5
0.259397923,5
0.240386305,5
0.262654842,5
0.259132894,5
0.261982564,5
0.261277318,5
0.277470307,5
0.28184225,5
0.276445283,5
0.279555445,5
0.279665171,5
0.282351699,5
0.278903826,5
0.280158,5
0.276084985,5
0.295558556,5
0.293393511,5
0.300317483,5
0.300611202,5
0.299183767,5
0.294472737,5
0.300142413,5
0.299813782,5
0.320502084,5
0.340687611,5
0.338760626,5
0.319892026,5
0.340625553,5
0.322854887,5
0.341515567,5
0.340601435,5
0.330945741,5
0.34044706,5
0.338416607,5
0.340548402,5
0.339036656,5
0.338494748,5
0.341614846,5
0.346200394,5
0.342804418,5
0.342226524,5
0.321556869,5
0.338429165,5
0.359589257,5
0.337459193,5
0.336490869,5
0.341568908,5
0.340567787,5
0.337969174,5
0.336256604,5
0.335833256,5
0.338071016,5
0.340913591,5
0.341765602,5
0.342899975,5
0.319401647,5
0.322348501,5
0.340791391,5
0.345048538,5
0.32355033,5
0.323751922,5
0.319176966,5
0.322909052,5
0.321905899,5
0.299475552,5
0.3026846,5
0.303383786,5
0.300355482,5
0.302727776,5
0.300481612,5
0.298092742,5
0.301740239,5
0.301829426,5
0.303081023,5
0.279740833,5
0.295102404,5
0.278928049,5
0.280351013,5
0.284137796,5
0.280563378,5
0.280213502,5
0.276025037,5
0.278563062,5
0.277115855,5
0.281156718,5
0.283157787,5
0.281042443,5
0.28148716,5
0.279493465,5
0.26006331,5
0.264468823,5
0.261870082,5
0.258696235,5
0.258431994,5
0.259160859,5
0.261324269,5
0.256171662,5
0.244914232,5
0.261855095,5
0.258574603,5
0.258429665,5
0.261388785,5
0.240229978,5
0.242661937,5
0.241091694,5
0.238691122,5
0.242586202,5
0.222099952,5
0.216522565,5
0.225067234,5
0.22361159,5
0.217556771,5
0.22054145,5
0.216942672,5
0.201732387,5
0.218586576,5
0.200335811,5
0.222226198,5
0.197000995,5
0.22291973,5
0.198636149,5
0.200385546,5
0.201013681,5
0.201307993,5
0.2005449,5
0.197331449,5
0.197157912,5
0.199105745,5
0.200991945,5
0.200812849,5
0.194518356,5
0.196932513,5
0.197741874,5
0.183061621,5
0.198958215,5
0.202941258,5
0.181165828,5
0.178480545,5
0.180738188,5
0.160759826,5
0.183153509,5
0.182025276,5
0.181630661,5
0.179376483,5
0.157823372,5
0.155312161,5
0.161435419,5
0.15873616,5
0.15232218,5
0.159579186,5
0.161786116,5
0.160956106,5
0.161985382,5
0.160646322,5
0.142191446,5
0.1626378,5
0.140263932,5
0.137366472,5
0.145062217,5
0.14591142,5
0.143122684,5
0.138177279,5
0.142391638,5
0.138722287,5
0.138230896,5
0.139364612,5
0.142083481,5
0.144923903,5
0.139853287,5
0.118005259,5
0.13940429,5
0.142693669,5
0.138416257,5
0.133221223,5
0.115969649,5
0.137836585,5
0.11743119,5
0.134413922,5
0.137883865,5
0.136463082,5
0.141375114,5
0.144392212,5
0.123161343,5
0.14158072,5
0.117276339,5
0.141324007,5
0.120011838,5
0.140340574,5
0.136395318,5
0.115715473,5
0.14378605,5
0.114469225,5
0.11772898,5
0.11782403,5
0.11907084,5
0.122283368,5
0.122078174,5
0.117516811,5
0.118577649,5
0.121180766,5
0.120744574,5
0.126179718,5
0.125415345,5
0.11881543,5
0.117968977,5
0.124034969,5
0.122931355,5
0.119769477,5
0.120856586,5
0.120479209,5
0.118764803,5
0.096050938,5
0.120473479,5
0.099334896,5
0.119199923,5
0.121576571,5
0.099939706,5
0.097376068,5
0.095929788,5
0.120289219,5
0.1194535,5
0.096601531,5
0.098862831,5
0.116409403,5
0.101115555,5
0.095806794,5
0.100536633,5
0.102049075,5
0.099337034,5
0.099113721,5
0.102371099,5
0.080169889,5
0.096830362,5
0.074506988,5
0.103765612,5
0.081171311,5
0.064894955,5
0.054665331,5
0.077447874,5
0.059405849,5
0.057599806,5
0.038128541,5
0.040400477,5
0.04300417,5
0.038664111,5
0.036216803,5
0.019074996,5
0.021152047,5
0.006256252,5
0.000325403,5
0.017662904,5
0.000869758,5
-0.036357007,5
-0.042001593,5
-0.043506404,5
-0.040490156,5
-0.060055003,5
-0.05994766,5
-0.057877175,5
-0.061523679,5
-0.079816027,5
-0.079520133,5
-0.076457493,5
-0.076256483,5
-0.098883981,5
-0.098848138,5
-0.118323811,5
-0.121243475,5
-0.126991777,5
-0.116343813,5
-0.133687104,5
-0.137089063,5
-0.118844625,5
-0.139001121,5
-0.137093124,5
-0.14418856,5
-0.137876939,5
-0.143472948,5
-0.141574092,5
-0.160142483,5
-0.158004411,5
-0.14101193,5
-0.156494165,5
-0.155323476,5
-0.165903023,5
-0.158852728,5
-0.179952443,5
-0.159166207,5
-0.158975045,5
-0.161509818,5
-0.159846868,5
-0.162471046,5
-0.159547327,5
-0.164074799,5
-0.159660235,5
-0.180066892,5
-0.161796056,5
-0.159517344,5
-0.161193197,5
-0.17377539,5
-0.176938865,5
-0.158369571,5
-0.177510355,5
-0.161081364,5
-0.198766762,5
-0.179490327,5
-0.177037303,5
-0.178175426,5
-0.17875768,5
-0.180710971,5
-0.198144793,5
-0.179425585,5
-0.198287213,5
-0.198593351,5
-0.198531688,5
-0.198516805,5
-0.203541308,5
-0.197729433,5
-0.19791856,5
-0.201162339,5
-0.197076005,5
-0.216178655,5
-0.221765531,5
-0.197929167,5
-0.217833132,5
-0.220979308,5
-0.215058385,5
-0.218211844,5
-0.197935184,5
-0.222494759,5
-0.217010792,5
-0.222033858,5
-0.21625981,5
-0.237085107,5
-0.236755752,5
-0.257713805,5
-0.237863809,5
-0.241126062,5
-0.236292786,5
-0.24180868,5
-0.239078667,5
-0.258715845,5
-0.240596466,5
-0.260618417,5
-0.258501539,5
-0.260534366,5
-0.261537572,5
-0.282020903,5
-0.284977988,5
-0.257316081,5
-0.280795115,5
-0.28080477,5
-0.281650677,5
-0.300060212,5
-0.301632112,5
-0.301564576,5
-0.299637112,5
-0.301573877,5
-0.323022662,5
-0.317403756,5
-0.31802618,5
-0.324051815,5
-0.321131075,5
-0.342316019,5
-0.338425944,5
-0.337638017,5
-0.343393149,5
-0.364180159,5
-0.34088088,5
-0.359870041,5
-0.362818686,5
-0.36895148,5
-0.361527549,5
-0.360806749,5
-0.376858171,5
-0.361057645,5
-0.364215232,5
-0.379375958,5
-0.383162466,5
-0.38083522,5
-0.381149779,5
-0.379093539,5
-0.3789856,5
-0.376413303,5
-0.385017625,5
-0.401022113,5
-0.397694699,5
-0.373733324,5
-0.399108325,5
-0.398671778,5
-0.401120192,5
-0.399362135,5
-0.391177769,5
-0.399285712,5
-0.396578092,5
-0.423359169,5
-0.40044621,5
-0.41997683,5
-0.415238937,5
-0.415105448,5
-0.420761772,5
-0.424141288,5
-0.419584415,5
-0.422444731,5
-0.419419083,5
-0.439676038,5
-0.442370065,5
-0.435425136,5
-0.43962771,5
-0.445324079,5
-0.439058031,5
-0.436334485,5
-0.440877112,5
-0.438752322,5
-0.418517973,5
-0.432453719,5
-0.442630221,5
-0.439500375,5
-0.438009463,5
-0.43775733,5
-0.417127208,5
-0.437433429,5
-0.443085384,5
-0.421149515,5
-0.418686645,5
-0.399475773,5
-0.420668176,5
-0.397711194,5
-0.401780113,5
-0.400640947,5
-0.395509368,5
-0.39893394,5
-0.400100197,5
-0.40269183,5
-0.396949844,5
-0.40374372,5
-0.385110264,5
-0.382888487,5
-0.377308323,5
-0.376617205,5
-0.377776617,5
-0.380827046,5
-0.383150888,5
-0.378064168,5
-0.379937327,5
-0.378488535,5
-0.378099376,5
-0.381934299,5
-0.378808826,5
-0.383147992,5
-0.380185568,5
-0.38496482,5
-0.384314302,5
-0.358007518,5
-0.354763986,5
-0.35747466,5
-0.361692007,5
-0.378667648,5
-0.359630048,5
-0.381143494,5
-0.3616759,5
-0.381100928,5
-0.358415196,5
-0.356962508,5
-0.357341749,5
-0.361760343,5
-0.355891645,5
-0.364993631,5
-0.362695947,5
-0.364272176,5
-0.36093921,5
-0.361169916,5
-0.361932371,5
-0.359189808,5
-0.356336207,5
-0.358571552,5
-0.36167047,5
-0.362563495,5
-0.362731687,5
-0.361103757,5
-0.361628302,5
-0.362955382,5
-0.357813185,5
-0.364702377,5
-0.360386519,5
-0.360300766,5
-0.357745227,5
-0.357906716,5
-0.355019151,5
-0.357825323,5
-0.354961182,5
-0.38202366,5
-0.372103697,5
-0.35830635,5
-0.379820782,5
-0.378827271,5
-0.379014747,5
-0.38212064,5
-0.379232952,5
